,date,country,confirmed,new_confirmed,growth,growth_avg,growth_avg_7,predict,new_predict,p_growth,p_gr_avg,p_gr_avg_7
61,2020-03-25,Malaysia,1827.0,170.0,1.103,1.1059999999999999,1.127,1672.0,161.0,1.107,1.117,1.146
62,2020-03-26,Malaysia,2031.0,204.0,1.112,1.102,1.124,1834.0,162.0,1.097,1.107,1.132
63,2020-03-27,Malaysia,2175.0,144.0,1.071,1.095,1.113,1996.0,162.0,1.088,1.097,1.119
64,2020-03-28,Malaysia,2315.0,140.0,1.064,1.082,1.101,2158.0,162.0,1.081,1.089,1.108
65,2020-03-29,Malaysia,2473.0,158.0,1.068,1.068,1.091,2319.0,161.0,1.075,1.081,1.099
66,2020-03-30,Malaysia,2618.0,145.0,1.0590000000000002,1.064,1.081,2476.0,157.0,1.068,1.075,1.09
67,2020-03-31,Malaysia,2767.0,149.0,1.057,1.061,1.0759999999999998,2631.0,155.0,1.063,1.069,1.083
68,2020-04-01,Malaysia,2941.0,174.0,1.063,1.06,1.071,2781.0,150.0,1.057,1.063,1.076
69,2020-04-02,Malaysia,3120.0,179.0,1.061,1.06,1.063,2926.0,145.0,1.052,1.057,1.069
70,2020-04-03,Malaysia,3333.0,213.0,1.068,1.064,1.063,3066.0,140.0,1.048,1.052,1.063
71,2020-04-04,Malaysia,,,,,,3200.0,134.0,1.044,1.048,1.058
72,2020-04-05,Malaysia,,,,,,3328.0,128.0,1.04,1.044,1.053
73,2020-04-06,Malaysia,,,,,,3450.0,122.0,1.037,1.04,1.049
74,2020-04-07,Malaysia,,,,,,3566.0,116.0,1.034,1.037,1.045
75,2020-04-08,Malaysia,,,,,,3675.0,109.0,1.031,1.034,1.041
76,2020-04-09,Malaysia,,,,,,3778.0,103.0,1.028,1.031,1.037
77,2020-04-10,Malaysia,,,,,,3875.0,97.0,1.026,1.028,1.034
78,2020-04-11,Malaysia,,,,,,3965.0,90.0,1.023,1.026,1.031
79,2020-04-12,Malaysia,,,,,,4050.0,85.0,1.021,1.023,1.029
80,2020-04-13,Malaysia,,,,,,4129.0,79.0,1.02,1.021,1.026
81,2020-04-14,Malaysia,,,,,,4202.0,73.0,1.018,1.02,1.024
82,2020-04-15,Malaysia,,,,,,4270.0,68.0,1.016,1.018,1.022
83,2020-04-16,Malaysia,,,,,,4334.0,64.0,1.015,1.016,1.02
84,2020-04-17,Malaysia,,,,,,4392.0,58.0,1.013,1.015,1.018
85,2020-04-18,Malaysia,,,,,,4446.0,54.0,1.012,1.013,1.016
86,2020-04-19,Malaysia,,,,,,4496.0,50.0,1.011,1.012,1.015
87,2020-04-20,Malaysia,,,,,,4542.0,46.0,1.01,1.011,1.014
88,2020-04-21,Malaysia,,,,,,4584.0,42.0,1.009,1.01,1.012
89,2020-04-22,Malaysia,,,,,,4623.0,39.0,1.009,1.009,1.011
90,2020-04-23,Malaysia,,,,,,4659.0,36.0,1.008,1.009,1.01
91,2020-04-24,Malaysia,,,,,,4692.0,33.0,1.007,1.008,1.009
92,2020-04-25,Malaysia,,,,,,4722.0,30.0,1.006,1.007,1.009
93,2020-04-26,Malaysia,,,,,,4749.0,27.0,1.006,1.006,1.008
94,2020-04-27,Malaysia,,,,,,4775.0,26.0,1.005,1.006,1.007
95,2020-04-28,Malaysia,,,,,,4798.0,23.0,1.005,1.005,1.007
96,2020-04-29,Malaysia,,,,,,4819.0,21.0,1.004,1.005,1.006
97,2020-04-30,Malaysia,,,,,,4838.0,19.0,1.004,1.004,1.005
98,2020-05-01,Malaysia,,,,,,4856.0,18.0,1.004,1.004,1.005
99,2020-05-02,Malaysia,,,,,,4872.0,16.0,1.003,1.004,1.004
100,2020-05-03,Malaysia,,,,,,4887.0,15.0,1.003,1.003,1.004
101,2020-05-04,Malaysia,,,,,,4901.0,14.0,1.003,1.003,1.004
102,2020-05-05,Malaysia,,,,,,4913.0,12.0,1.002,1.003,1.003
103,2020-05-06,Malaysia,,,,,,4924.0,11.0,1.002,1.002,1.003
104,2020-05-07,Malaysia,,,,,,4934.0,10.0,1.002,1.002,1.003
105,2020-05-08,Malaysia,,,,,,4944.0,10.0,1.002,1.002,1.002
106,2020-05-09,Malaysia,,,,,,4952.0,8.0,1.002,1.002,1.002
107,2020-05-10,Malaysia,,,,,,4960.0,8.0,1.002,1.002,1.002
108,2020-05-11,Malaysia,,,,,,4967.0,7.0,1.001,1.002,1.002
109,2020-05-12,Malaysia,,,,,,4974.0,7.0,1.001,1.001,1.002
110,2020-05-13,Malaysia,,,,,,4980.0,6.0,1.001,1.001,1.002
111,2020-05-14,Malaysia,,,,,,4985.0,5.0,1.001,1.001,1.001
112,2020-05-15,Malaysia,,,,,,4990.0,5.0,1.001,1.001,1.001
113,2020-05-16,Malaysia,,,,,,4994.0,4.0,1.001,1.001,1.001
114,2020-05-17,Malaysia,,,,,,4998.0,4.0,1.001,1.001,1.001
115,2020-05-18,Malaysia,,,,,,5002.0,4.0,1.001,1.001,1.001
116,2020-05-19,Malaysia,,,,,,5005.0,3.0,1.001,1.001,1.001
117,2020-05-20,Malaysia,,,,,,5008.0,3.0,1.001,1.001,1.001
118,2020-05-21,Malaysia,,,,,,5011.0,3.0,1.001,1.001,1.001
119,2020-05-22,Malaysia,,,,,,5014.0,3.0,1.001,1.001,1.001
120,2020-05-23,Malaysia,,,,,,5016.0,2.0,1.0,1.001,1.001
121,2020-05-24,Malaysia,,,,,,5018.0,2.0,1.0,1.0,1.001
122,2020-05-25,Malaysia,,,,,,5020.0,2.0,1.0,1.0,1.001
123,2020-05-26,Malaysia,,,,,,5022.0,2.0,1.0,1.0,1.0
124,2020-05-27,Malaysia,,,,,,5023.0,1.0,1.0,1.0,1.0
125,2020-05-28,Malaysia,,,,,,5025.0,2.0,1.0,1.0,1.0
126,2020-05-29,Malaysia,,,,,,5026.0,1.0,1.0,1.0,1.0
127,2020-05-30,Malaysia,,,,,,5027.0,1.0,1.0,1.0,1.0
128,2020-05-31,Malaysia,,,,,,5028.0,1.0,1.0,1.0,1.0
129,2020-06-01,Malaysia,,,,,,5029.0,1.0,1.0,1.0,1.0
130,2020-06-02,Malaysia,,,,,,5030.0,1.0,1.0,1.0,1.0
131,2020-06-03,Malaysia,,,,,,5031.0,1.0,1.0,1.0,1.0
132,2020-06-04,Malaysia,,,,,,5032.0,1.0,1.0,1.0,1.0
133,2020-06-05,Malaysia,,,,,,5032.0,0.0,1.0,1.0,1.0
134,2020-06-06,Malaysia,,,,,,5033.0,1.0,1.0,1.0,1.0
135,2020-06-07,Malaysia,,,,,,5034.0,1.0,1.0,1.0,1.0
136,2020-06-08,Malaysia,,,,,,5034.0,0.0,1.0,1.0,1.0
137,2020-06-09,Malaysia,,,,,,5035.0,1.0,1.0,1.0,1.0
138,2020-06-10,Malaysia,,,,,,5035.0,0.0,1.0,1.0,1.0
139,2020-06-11,Malaysia,,,,,,5035.0,0.0,1.0,1.0,1.0
140,2020-06-12,Malaysia,,,,,,5036.0,1.0,1.0,1.0,1.0
141,2020-06-13,Malaysia,,,,,,5036.0,0.0,1.0,1.0,1.0
142,2020-06-14,Malaysia,,,,,,5036.0,0.0,1.0,1.0,1.0
143,2020-06-15,Malaysia,,,,,,5037.0,1.0,1.0,1.0,1.0
144,2020-06-16,Malaysia,,,,,,5037.0,0.0,1.0,1.0,1.0
145,2020-06-17,Malaysia,,,,,,5037.0,0.0,1.0,1.0,1.0
146,2020-06-18,Malaysia,,,,,,5037.0,0.0,1.0,1.0,1.0
147,2020-06-19,Malaysia,,,,,,5038.0,1.0,1.0,1.0,1.0
148,2020-06-20,Malaysia,,,,,,5038.0,0.0,1.0,1.0,1.0
149,2020-06-21,Malaysia,,,,,,5038.0,0.0,1.0,1.0,1.0
150,2020-06-22,Malaysia,,,,,,5038.0,0.0,1.0,1.0,1.0
151,2020-06-23,Malaysia,,,,,,5038.0,0.0,1.0,1.0,1.0
152,2020-06-24,Malaysia,,,,,,5038.0,0.0,1.0,1.0,1.0
153,2020-06-25,Malaysia,,,,,,5038.0,0.0,1.0,1.0,1.0
154,2020-06-26,Malaysia,,,,,,5038.0,0.0,1.0,1.0,1.0
155,2020-06-27,Malaysia,,,,,,5038.0,0.0,1.0,1.0,1.0
156,2020-06-28,Malaysia,,,,,,5039.0,1.0,1.0,1.0,1.0
157,2020-06-29,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
158,2020-06-30,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
159,2020-07-01,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
160,2020-07-02,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
161,2020-07-03,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
162,2020-07-04,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
163,2020-07-05,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
164,2020-07-06,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
165,2020-07-07,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
166,2020-07-08,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
167,2020-07-09,Malaysia,,,,,,5039.0,0.0,1.0,1.0,1.0
