,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
140,,Slovenia,2020-03-11T20:00:00,141,0,0,46.1512,14.9955
141,,Finland,2020-03-11T20:00:00,155,0,1,61.9241,25.7482
142,,South Africa,2020-03-11T20:00:00,24,0,0,-30.5595,22.9375
143,,Bosnia and Herzegovina,2020-03-11T20:00:00,13,0,0,43.9159,17.6791
144,,Saudi Arabia,2020-03-11T20:00:00,86,0,1,23.8859,45.0792
145,,Cote d'Ivoire,2020-03-11T20:00:00,1,0,0,7.54,-5.5471
146,,Luxembourg,2020-03-11T20:00:00,34,0,0,49.8153,6.1296
147,,Costa Rica,2020-03-11T20:00:00,23,0,0,9.7489,-83.7534
148,Alberta,Canada,2020-03-11T20:00:00,29,0,0,53.9333,-116.5765
149,,Bhutan,2020-03-11T20:00:00,1,0,0,27.5142,90.4336
150,,Spain,2020-03-11T20:00:00,5232,133,193,40.4637,-3.7492
151,,Malaysia,2020-03-11T20:00:00,197,0,26,4.2105,101.9758
152,,Holy See,2020-03-11T20:00:00,1,0,0,41.9029,12.4534
153,,Serbia,2020-03-11T20:00:00,35,0,0,44.0165,21.0059
154,,Cameroon,2020-03-11T20:00:00,2,0,0,3.8480000000000003,11.5021
155,,Slovakia,2020-03-11T20:00:00,32,0,0,48.669,19.699
156,,Togo,2020-03-11T20:00:00,1,0,0,8.6195,0.8248
157,,Peru,2020-03-11T20:00:00,28,0,0,-9.19,-75.0152
158,,Romania,2020-03-11T20:00:00,89,0,7,45.9432,24.9668
159,,Mexico,2020-03-11T20:00:00,12,0,4,23.6345,-102.5528
160,,Colombia,2020-03-11T20:00:00,13,0,0,4.5709,-74.2973
161,Grand Princess,US,2020-03-11T20:00:00,21,0,0,37.64894,-122.665479
162,,Brunei,2020-03-11T20:00:00,37,0,0,4.5353,114.7277
163,,Martinique,2020-03-11T20:00:00,3,0,0,14.6415,-61.0242
164,,French Guiana,2020-03-11T20:00:00,5,0,0,3.9339,-53.1258
165,,Malta,2020-03-11T20:00:00,12,0,1,35.9375,14.3754
166,,Paraguay,2020-03-11T20:00:00,6,0,0,-23.4425,-58.4438
167,,Moldova,2020-03-11T20:00:00,6,0,0,47.4116,28.3699
168,,Maldives,2020-03-11T20:00:00,9,0,0,3.2028,73.2207
169,,Bulgaria,2020-03-11T20:00:00,23,1,0,42.7339,25.4858
170,,Tunisia,2020-03-11T20:00:00,16,0,0,33.8869,9.5375
171,,Cyprus,2020-03-11T20:00:00,14,0,0,35.1264,33.4299
172,Alaska,US,2020-03-11T20:00:00,1,0,0,61.370716,-152.404419
173,Arizona,US,2020-03-11T20:00:00,9,0,1,33.729759,-111.431221
174,Arkansas,US,2020-03-11T20:00:00,6,0,0,34.969704,-92.37312299999999
175,California,US,2020-03-11T20:00:00,282,4,6,36.116203000000006,-119.681564
176,Colorado,US,2020-03-11T20:00:00,49,0,0,39.059810999999996,-105.311104
177,Connecticut,US,2020-03-11T20:00:00,11,0,0,41.597782,-72.755371
178,Delaware,US,2020-03-11T20:00:00,4,0,0,39.318523,-75.507141
179,District of Columbia,US,2020-03-11T20:00:00,10,0,0,38.897438,-77.02681700000001
180,Florida,US,2020-03-11T20:00:00,50,2,0,27.766278999999997,-81.68678299999999
181,Georgia,US,2020-03-11T20:00:00,42,1,0,33.040619,-83.643074
182,Hawaii,US,2020-03-11T20:00:00,2,0,0,21.094317999999998,-157.49833700000002
183,Idaho,US,2020-03-11T20:00:00,1,0,0,44.240459,-114.47882800000001
184,Illinois,US,2020-03-11T20:00:00,46,0,2,40.349457,-88.986137
185,Indiana,US,2020-03-11T20:00:00,13,0,0,39.849426,-86.258278
186,Iowa,US,2020-03-11T20:00:00,17,0,0,42.011539,-93.210526
187,Kansas,US,2020-03-11T20:00:00,5,1,0,38.5266,-96.726486
188,Kentucky,US,2020-03-11T20:00:00,14,0,0,37.66814,-84.670067
189,Louisiana,US,2020-03-11T20:00:00,36,0,0,31.169546,-91.867805
190,Maine,US,2020-03-11T20:00:00,1,0,0,44.693946999999994,-69.381927
191,Maryland,US,2020-03-11T20:00:00,18,0,0,39.063946,-76.80210100000001
192,Massachusetts,US,2020-03-11T20:00:00,123,0,1,42.230171,-71.530106
193,Michigan,US,2020-03-11T20:00:00,16,0,0,43.326617999999996,-84.53609499999999
194,Minnesota,US,2020-03-11T20:00:00,14,0,0,45.694454,-93.900192
195,Mississippi,US,2020-03-11T20:00:00,1,0,0,32.741646,-89.678696
196,Missouri,US,2020-03-11T20:00:00,2,0,0,38.456084999999995,-92.288368
197,Montana,US,2020-03-11T20:00:00,1,0,0,46.921925,-110.454353
198,Nebraska,US,2020-03-11T20:00:00,13,0,0,41.125370000000004,-98.26808199999999
199,Nevada,US,2020-03-11T20:00:00,17,0,0,38.313515,-117.055374
200,New Hampshire,US,2020-03-11T20:00:00,6,0,0,43.452492,-71.563896
201,New Jersey,US,2020-03-11T20:00:00,29,1,0,40.298904,-74.521011
202,New Mexico,US,2020-03-11T20:00:00,10,0,0,34.840515,-106.24848200000001
203,New York,US,2020-03-11T20:00:00,421,0,0,42.165726,-74.948051
204,North Carolina,US,2020-03-11T20:00:00,17,0,0,35.630066,-79.80641899999999
205,North Dakota,US,2020-03-11T20:00:00,1,0,0,47.528912,-99.784012
206,Ohio,US,2020-03-11T20:00:00,13,0,0,40.388783000000004,-82.764915
207,Oklahoma,US,2020-03-11T20:00:00,2,0,0,35.565342,-96.928917
208,Oregon,US,2020-03-11T20:00:00,30,0,0,44.572021,-122.07093799999998
209,Pennsylvania,US,2020-03-11T20:00:00,41,0,0,40.590752,-77.209755
210,Rhode Island,US,2020-03-11T20:00:00,14,0,0,41.680893,-71.51178
211,South Carolina,US,2020-03-11T20:00:00,13,0,0,33.856891999999995,-80.94500699999999
212,South Dakota,US,2020-03-11T20:00:00,8,1,0,44.299782,-99.438828
213,Tennessee,US,2020-03-11T20:00:00,26,0,0,35.747845,-86.69234499999999
214,Texas,US,2020-03-11T20:00:00,43,0,0,31.054486999999998,-97.563461
215,Utah,US,2020-03-11T20:00:00,9,0,0,40.150032,-111.86243400000001
216,Vermont,US,2020-03-11T20:00:00,2,0,0,44.045876,-72.710686
217,Virginia,US,2020-03-11T20:00:00,30,0,0,37.769337,-78.16996800000001
218,Washington,US,2020-03-11T20:00:00,568,37,1,47.400902,-121.490494
219,West Virginia,US,2020-03-11T20:00:00,0,0,0,38.491226,-80.954453
220,Wisconsin,US,2020-03-11T20:00:00,19,0,1,44.268543,-89.616508
221,Wyoming,US,2020-03-11T20:00:00,1,0,0,42.755966,-107.30248999999999
222,,Vietnam,2020-03-11T20:00:00,47,0,16,14.0583,108.2772
223,,Mongolia,2020-03-11T20:00:00,1,0,0,46.8625,103.8467
224,,Jamaica,2020-03-11T20:00:00,8,0,0,18.1096,-77.2975
225,,Afghanistan,2020-03-11T20:00:00,7,0,0,33.0,65.0
226,,Monaco,2020-03-11T20:00:00,2,0,0,43.7333,7.4167
227,,Liechtenstein,2020-03-11T20:00:00,1,0,0,47.14,9.55
228,,Guyana,2020-03-11T20:00:00,1,1,0,5.0,-58.75
229,,Taiwan*,2020-03-11T20:00:00,50,1,20,23.7,121.0
