,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
104,,San Marino,2020-02-27T21:13:10,1,0,0
105,,Sri Lanka,2020-02-08T03:43:03,1,0,1
106,"Boston, MA",US,2020-02-28T21:13:12,1,0,1
107,"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0
108,"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0
109,"Madison, WI",US,2020-02-05T21:53:02,1,0,0
110,"Orange, CA",US,2020-02-01T19:53:03,1,0,0
111,"Portland, OR",US,2020-02-29T02:23:11,1,0,0
112,"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0
113,"Snohomish County, WA",US,2020-02-29T15:03:04,1,0,0
114,"Tempe, AZ",US,2020-02-25T21:23:03,1,0,1
115,From Diamond Princess,Australia,2020-02-29T02:03:10,0,0,0
116,"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0
117,"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0
118,"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0
