,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
171,"Saratoga County, NY",US,2020-03-07T18:23:05,2,0,0,43.0324,-73.936
172,"Summit County, CO",US,2020-03-06T01:29:39,2,0,0,39.5912,-106.064
173,"Washington, D.C.",US,2020-03-08T13:53:03,2,0,0,38.9072,-77.0369
174,"Washoe County, NV",US,2020-03-08T21:43:03,2,0,0,40.5608,-119.6035
175,,Andorra,2020-03-02T20:23:16,1,0,0,42.5063,1.5218
176,,Armenia,2020-03-01T19:53:02,1,0,0,40.0691,45.0382
177,,Bhutan,2020-03-06T15:43:02,1,0,0,27.5142,90.4336
178,"Calgary, Alberta",Canada,2020-03-06T13:13:34,1,0,0,51.0447,-114.0719
179,"London, ON",Canada,2020-02-12T18:53:03,1,0,1,42.9849,-81.2453
180,,Colombia,2020-03-07T00:43:02,1,0,0,4.5709,-74.2973
181,,Gibraltar,2020-03-04T13:03:13,1,0,0,36.1408,-5.3536
182,,Jordan,2020-03-03T15:33:02,1,0,0,31.24,36.51
183,,Liechtenstein,2020-03-04T01:33:07,1,0,0,47.14,9.55
184,,Lithuania,2020-02-28T16:23:03,1,0,0,55.1694,23.8813
185,Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,31.6927,88.0924
186,,Moldova,2020-03-08T05:13:07,1,0,0,47.4116,28.3699
187,,Monaco,2020-02-29T00:33:01,1,0,0,43.7333,7.4167
188,,Nepal,2020-02-12T14:43:03,1,0,1,28.1667,84.25
189,,Nigeria,2020-02-28T16:23:03,1,0,0,9.082,8.6753
190,,Paraguay,2020-03-08T09:13:16,1,0,0,-23.4425,-58.4438
191,,Serbia,2020-03-06T15:43:02,1,0,0,44.0165,21.0059
192,,Sri Lanka,2020-02-08T03:43:03,1,0,1,7.0,81.0
193,,Togo,2020-03-07T02:13:09,1,0,0,8.6195,0.8248
194,"Berkshire County, MA",US,2020-03-08T00:43:03,1,0,0,42.3118,-73.1822
195,"Charleston County, SC",US,2020-03-07T01:53:03,1,0,0,32.7957,-79.7848
196,"Chatham County, NC",US,2020-03-06T16:13:15,1,0,0,35.7211,-79.1781
197,"Clark County, WA",US,2020-03-07T20:03:07,1,0,0,45.7466,-122.5194
198,"Cobb County, GA",US,2020-03-07T16:53:03,1,0,0,33.8999,-84.5641
199,"Davidson County, TN",US,2020-03-08T18:03:06,1,0,0,36.1343,-86.822
200,"Davis County, UT",US,2020-03-07T04:43:02,1,0,0,40.9629,-112.0953
201,"Delaware County, PA",US,2020-03-06T15:33:03,1,0,0,39.9078,-75.3879
202,"Douglas County, NE",US,2020-03-06T23:33:02,1,0,0,41.3148,-96.1951
203,"Douglas County, OR",US,2020-03-08T19:53:03,1,0,0,43.1261,-123.2492
204,"El Paso County, CO",US,2020-03-07T01:13:21,1,0,0,38.9108,-104.4723
205,"Fairfield County, CT",US,2020-03-08T21:23:03,1,0,0,41.256,-73.3709
206,"Fayette County, KY",US,2020-03-06T23:23:03,1,0,0,38.0606,-84.4803
207,"Fresno County, CA",US,2020-03-08T04:23:15,1,0,0,36.9859,-119.2321
208,"Grant County, WA",US,2020-03-05T20:23:07,1,0,0,47.1981,-119.3732
209,"Harford County, MD",US,2020-03-08T21:53:03,1,0,0,39.5839,-76.3637
210,"Hendricks County, IN",US,2020-03-08T19:33:03,1,0,0,39.8065,-86.5401
211,"Honolulu County, HI",US,2020-03-07T02:03:30,1,0,0,21.307,-157.8584
212,"Hudson County, NJ",US,2020-03-08T19:43:03,1,0,0,40.7453,-74.0535
213,"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0,40.745,-123.8695
214,"Jefferson County, WA",US,2020-03-07T16:43:02,1,0,0,47.7425,-123.304
215,"Johnson County, KS",US,2020-03-08T00:33:02,1,0,0,38.8454,-94.8521
216,"Kershaw County, SC",US,2020-03-07T02:03:30,1,0,0,34.3672,-80.5883
217,"Kittitas County, WA",US,2020-03-08T00:43:03,1,0,0,47.175,-120.9319
218,"Klamath County, OR",US,2020-03-07T20:13:14,1,0,0,42.6953,-121.6142
219,"Madera County, CA",US,2020-03-07T20:13:14,1,0,0,37.2519,-119.6963
220,"Madison, WI",US,2020-03-03T15:53:03,1,0,1,43.0731,-89.4012
221,"Manatee County, FL",US,2020-03-08T06:23:05,1,0,0,27.4799,-82.3452
222,"Marion County, IN",US,2020-03-06T17:13:12,1,0,0,39.8362,-86.1752
223,"Marion County, OR",US,2020-03-08T19:43:03,1,0,0,44.8446,-122.5927
224,"Okaloosa County, FL",US,2020-03-08T03:03:08,1,0,0,30.5773,-86.6611
225,"Plymouth County, MA",US,2020-03-07T03:53:03,1,0,0,42.1615,-70.7928
226,"Polk County, GA",US,2020-03-08T04:13:22,1,0,0,34.0132,-85.1479
227,"Ramsey County, MN",US,2020-03-06T23:23:03,1,0,0,44.9964,-93.0616
228,"Riverside County, CA",US,2020-03-08T10:33:03,1,0,0,33.9533,-117.3961
229,"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,29.4241,-98.4936
230,"Santa Rosa County, FL",US,2020-03-08T15:33:04,1,1,0,30.769,-86.9824
231,"Sarasota, FL",US,2020-03-02T03:23:06,1,0,0,27.3364,-82.5307
232,"Shelby County, TN",US,2020-03-08T16:13:36,1,0,0,35.1269,-89.9253
233,"Sonoma County, CA",US,2020-03-02T20:53:02,1,0,0,38.578,-122.9888
234,"Spokane County, WA",US,2020-03-08T21:53:04,1,0,0,47.6587,-117.4225
235,"St. Louis County, MO",US,2020-03-08T11:23:08,1,0,0,38.6103,-90.4125
236,"Suffolk County, NY",US,2020-03-08T16:03:05,1,0,0,40.9849,-72.6151
237,"Tulsa County, OK",US,2020-03-07T04:43:02,1,0,0,36.1593,-95.941
238,"Ulster County, NY",US,2020-03-08T16:23:07,1,0,0,41.8586,-74.3118
239,"Umatilla, OR",US,2020-03-02T20:23:16,1,0,0,45.775,-118.7606
240,"Unassigned Location, VT",US,2020-03-08T06:23:05,1,0,0,44.3378,-72.7563
241,"Unknown Location, MA",US,2020-03-08T21:23:03,1,0,0,42.4072,-71.3824
242,"Volusia County, FL",US,2020-03-08T03:03:08,1,0,0,29.028,-81.0755
243,"Wake County, NC",US,2020-03-03T20:53:02,1,0,0,35.8032,-78.5661
244,"Wayne County, PA",US,2020-03-06T16:13:15,1,0,0,41.6739,-75.2479
245,"Williamson County, TN",US,2020-03-05T23:33:03,1,0,0,35.9179,-86.8622
246,"Yolo County, CA",US,2020-03-06T20:13:14,1,0,0,38.7646,-121.9018
247,,Ukraine,2020-03-03T15:33:02,1,0,0,48.3794,31.1656
248,,Vatican City,2020-03-06T15:43:02,1,0,0,41.9029,12.4534
249,From Diamond Princess,Australia,2020-02-29T02:03:10,0,0,0,35.4437,139.638
250,Northern Territory,Australia,2020-03-06T04:33:03,0,0,0,-12.4634,130.8456
251,"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,29.3829,-98.6134
252,"Montgomery County, TX",US,2020-03-07T19:53:02,0,0,0,30.3213,-95.4778
253,"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,41.2545,-95.9758
254,"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,38.2721,-121.9399
